Date,EFA,EEM,GLD,TLT
2008-01-18,0.08098188416800545,-1.4435896271530737,-0.35514792393659844,-2.4657781398990544
2008-01-25,-0.06101651433441457,-0.026251471675166727,-0.6578193875459579,1.4912293720630938
2008-02-01,0.02519890092880367,-1.1357311909496275,1.3562035765038483,-1.7287906240055453
2008-02-08,-1.1327125516208971,-1.7804514799421582,-2.525164870541989,-7.535921125676914
2008-02-15,-2.4107266746815306,-4.189411840277392,6.779770283013947,-10.628968479391169
2008-02-22,-0.6305335646015047,-1.0497091095627145,2.3131582405700613,-3.318024970756449
2008-02-29,-0.5573995387509154,-0.8881051319770061,1.8337257609226296,-4.659585778709163
2008-03-07,-0.2137839261859258,-0.3198017866790219,1.7638881224809884,1.4861667993421988
2008-03-14,-1.288251162493855,2.0305784011549033,2.9631178561518072,-1.9647757763104234
2008-03-21,1.028190376697672,-1.4534176412139734,1.2424437862410094,-1.5219072511726854
2008-03-28,0.4347484600860758,0.8157378982032331,-0.5023236079894191,-0.5909836214440305
2008-04-04,-0.07027734306056788,-0.04791874230151838,0.8284697117873836,-1.0299783293468425
2008-04-11,1.0123017825548795,-1.0443129925627974,-0.5704027771748938,-1.2942608195066396
2008-04-18,0.9657389520439783,-0.9464197213276164,-0.5208087648446115,-1.2247198370895118
2008-04-25,-1.3193881777984453,2.8032822509247253,-1.171735585550942,-2.383113906681941
2008-05-02,-0.7819710391291612,-1.1884624462236495,-1.3265178251360938,-4.62059598069817
2008-05-09,-1.6161018137517527,-2.495263839555413,-2.5657441815886584,-8.465610997733975
2008-05-16,-2.440568846472254,3.657037176999874,2.334112590171772,-3.871418190972072
2008-05-23,-7.6228252003216515,12.139223143305488,-6.286784134899802,-12.187376422333589
2008-05-30,131.2126626213485,-295.63654054450194,144.12540590540772,-257.51322234846253
2008-06-06,1.613067471789202,-1.58416695954844,1.3321500597687919,2.21913000298237
2008-06-13,0.5587023184517816,0.9493414278204675,0.7072173196210894,1.5298624302757444
2008-06-20,0.7160102807912079,1.1825490156782843,-0.6226746158995096,1.9581351906036857
2008-06-27,0.5649779066721683,1.0260126111076247,-0.6577015708712288,-0.8679253603177295
2008-07-04,0.49134265211912886,0.8784382312309482,-0.4338538707202837,-0.6553978191996699
2008-07-11,0.5480281883636389,0.897395109339179,0.6898910135226832,1.2962847186783022
2008-07-18,0.6307419877386735,1.0021862485706903,-0.9612288306625549,1.5741033520343408
2008-07-25,1.155755245833193,-0.7344583175233717,0.8354818496083811,1.2751724914461726
2008-08-01,0.4635082113183353,0.782431849457768,0.5681239847133046,0.957405167465526
2008-08-08,0.6303357764792699,-0.06411151996931164,-0.06636370756573506,0.6944073089742825
2008-08-15,0.36403330507430054,0.6518177132429863,0.4346888294733856,0.6329280367672128
2008-08-22,0.47065817279742417,0.8093471345221106,0.5654819772407988,0.987709231810289
2008-08-29,0.4585549526204633,0.765934556466676,-0.09058619332305129,1.007859321117212
2008-09-05,-0.02072393841877518,0.871314435177577,0.6200149799380861,0.4395185883032291
2008-09-12,0.42755141973646715,0.7486198225685303,0.4335043446540541,1.2835068153203302
2008-09-19,0.5135559120960926,0.8918269471336107,0.6070315404355853,1.371451302187223
2008-09-26,0.3892294693912821,0.7063323914835662,-0.2381109203664428,1.0133799478548577
2008-10-03,0.459861153489614,0.46449543800835524,0.6516272725316634,-0.10800247558589082
2008-10-10,0.22719222424428231,0.6906260775480222,0.4075598900902822,-0.06351612538524609
2008-10-17,0.1499629205844304,0.3315760307273097,0.0005227023034332992,0.4775304024257042
2008-10-24,0.3173823325105545,0.5700216702472352,0.43402315581111345,0.7363609486415237
2008-10-31,0.3411170700548336,0.6116774061607941,-0.039640600801513985,1.1413036940583536
2008-11-07,-0.010045659071528323,0.8382403697385294,-0.07296292764385373,0.9005873860932758
2008-11-14,-0.004780652699142518,0.8344453181664768,0.5158750932289152,0.7987276591266893
2008-11-21,0.29128495432669776,0.544279353414538,-0.03450769096426537,-0.29600432568449797
2008-11-28,0.542742576258556,0.06365411687576117,-0.4613155664405293,1.0221050920175565
2008-12-05,0.6081866378198595,-0.20072468443621627,-0.08415937790024006,0.785737096066274
2008-12-12,0.11833243868606469,0.2780619841212788,0.656172526771491,0.6523086629609791
2008-12-19,0.06179613894886549,0.21532225608762,-0.10059376558761432,-1.0302153771731215
2008-12-26,-0.23694260526506827,1.2321288743172776,-0.16861060994765836,-0.6461417922367945
2009-01-02,0.6369548769872959,-0.12590296915361332,1.2012820074353203,1.119048759323739
2009-01-09,0.5994529884564583,-0.054437178762357874,0.6653825145425777,1.0261959129721063
2009-01-16,0.39091255760722277,0.6699216587100958,0.6276699162796019,1.3118350642474403
2009-01-23,0.32060553200827346,0.5938368533700666,-0.184821207399508,-0.43976047426111453
2009-01-30,-0.14710328150163088,0.9212996214364093,-0.6067324718885388,-0.7775029738447479
2009-02-06,0.5874297087390676,-0.1817220143527658,-0.2569084895587301,-0.8234407367888203
2009-02-13,0.3962324749886781,0.6765769683385123,0.6677696506505327,1.2444007612220673
2009-02-20,0.4023503156124102,0.6890525993604584,-0.634039314098444,1.1589422794626638
2009-02-27,0.36764502119579845,0.6379462593225611,0.5977424304740452,1.043059337780972
2009-03-06,0.36391902735627646,0.6331343514254195,0.5857048725662583,1.0137372553491266
2009-03-13,0.4050977522283583,0.6897918399180734,-0.2454470636374787,1.2173888506908341
2009-03-20,0.012200310769053369,0.16238310047247584,-0.8288198809516188,-1.1648614670783952
2009-03-27,-0.34541485655125026,1.1389078025582693,-0.39888345764712607,-1.081300877087713
2009-04-03,0.7513386794026387,-0.4302043927041259,-0.45792164467287744,-1.0900257250825376
2009-04-10,0.7781223607355878,-0.5461329941661788,1.0890619376154798,-1.3118217738251656
2009-04-17,-0.16496622643777195,-0.07353330599218538,-0.675478928050466,-2.167510229611481
2009-04-24,-0.325455818693774,-0.2945666279030562,1.9230714231868404,-3.078260030330386
2009-05-01,0.42973753810198545,0.7509642868950639,1.2836334565918777,-1.2362048334088631
2009-05-08,1.5502645902257637,-1.9174654898066388,2.471784202633482,-3.165061886976729
2009-05-15,-13.212671898707669,24.185239859423838,-22.881869117255007,33.04228208011927
2009-05-22,-0.23099424931180024,-0.16183191813827968,-0.8300577225731944,-2.35641686176376
2009-05-29,-0.4674996693286664,1.6943911085477854,-0.9340347167873031,1.6039637725348137
2009-06-05,-0.42873162955961286,1.2995786439573527,-0.516373149717616,-0.9180382830493862
2009-06-12,-0.9826326753436985,1.9718252749079594,-1.1353746125465196,-1.75288626670448
2009-06-19,-0.4489668394069093,1.2584820400813195,-0.4898417483723794,-0.8425354725501184
2009-06-26,0.006786345859585152,0.1854807694201157,-0.18885714228529754,-0.6861538968809843
2009-07-03,0.40694611745959275,0.7097343897882284,-0.42319238389035696,-0.44169218884028183
2009-07-10,0.4885080500612471,0.7527937743832274,-0.5017113136335541,1.070280227000004
2009-07-17,0.059916124973737106,0.22561165782500292,-0.35436844810597,0.6872604363205643
2009-07-24,0.5669624004516685,0.8068670386525483,0.98826484346991,1.1367909649421506
2009-07-31,0.07427009600523915,0.23328812555852374,0.7277199127696975,0.5143850983626483
2009-08-07,-0.4418413653368378,1.1635026434844082,-0.3856987567592363,-0.6414089086465176
2009-08-14,0.39941368749988726,0.676600267329599,-0.3695497584255,-0.4107100148041263
2009-08-21,0.32142506110574764,0.5742956363388094,-0.10836524050373539,-0.1902777407357672
2009-08-28,0.31610410961024105,0.5443424191238275,0.9550151639427343,-0.23651971335036204
2009-09-04,0.4999728319058949,0.03216839287568263,0.6471173790881463,-0.2796528729748404
2009-09-11,0.5306153779748013,0.10512239555083358,-0.12493309345832804,0.5068607944784065
2009-09-18,0.301720880795024,0.5363783887124205,0.5791220267873864,-0.18893703598499245
2009-09-25,0.3019202964395502,0.5511473589368521,-0.048752795070212684,-0.09824329960537448
2009-10-02,0.4369644517808018,0.1570923617351463,0.01515525687187591,-0.11629578218278236
2009-10-09,0.3830719757952008,0.18868217763121464,0.4756156873343707,-0.09863627047874779
2009-10-16,0.29914774827182367,0.5202616241468085,0.4028646954301811,0.32792403803125914
2009-10-23,0.4058056801861838,0.14511753212124123,0.5098777006381197,-0.12093841687175955
2009-10-30,0.31932975674777353,0.5793814450493953,-0.11996256302321878,-0.09951627358407955
2009-11-06,0.4262284266627443,0.08415073842047871,0.5398978088028582,-0.13786842581261527
2009-11-13,0.3123856620301497,0.5398794551696318,0.42716709292643956,0.3820135018421212
2009-11-20,0.3937004070311354,0.12891513778544006,0.5072749744472828,-0.09943358296099525
2009-11-27,0.4289177442337757,0.061897161353541286,0.8354018603896372,0.3594857551421282
2009-12-04,0.32469921087199793,0.5839898537955914,-0.10826348771771599,-0.08820646673568999
2009-12-11,0.35789815476494624,0.6352504742032492,-0.20221514521171846,-0.13773820776072987
2009-12-18,0.3997747693069438,0.6575903133307968,-0.16972399694738038,0.45781142290744625
2009-12-25,0.3578100518529057,0.5837485781849763,0.4432300137534301,0.4878947019412387
2010-01-01,0.3726884147578087,0.5956996218733908,0.4586637997777584,0.5322413772732196
2010-01-08,0.5501786238599564,-0.03440161495461336,0.5770531383932881,0.4705833888068847
2010-01-15,0.3658548293225472,0.5973450535440943,0.46507047540962654,0.5498192192879855
2010-01-22,0.31243208071646045,0.5653634170414925,0.4564353432224153,-0.19412785455542902
2010-01-29,0.4807879689330061,0.7564785419177209,-0.3019395099864553,0.6060725838243015
2010-02-05,0.48313416538089715,0.7281128142103857,0.6270851187275777,0.9674200798243641
2010-02-12,0.6351871727078837,-0.15732055757045593,0.6730883610761624,0.6023894844084984
2010-02-19,-0.2934776579309655,0.9866825368204708,0.6900050848160229,0.6054159983929311
2010-02-26,-0.09071810496000121,0.019207530537645567,1.0637830543641735,0.6474126057065401
2010-03-05,0.6068497270201654,-0.2773727403546111,0.674693197861944,-0.3908159517442097
2010-03-12,0.48895380146969014,0.749819476006202,0.6106845054079331,1.0779066183615384
2010-03-19,0.4592678284332319,0.7184841817327037,0.5746577968184232,0.9941291591749343
2010-03-26,0.7173343093536246,-0.45742067158385424,0.7515592888458702,-0.5475380681143427
2010-04-02,-0.0854253469980848,0.04603169585622702,0.9711502401496412,0.646343281557418
2010-04-09,0.6645103032280728,-0.1892805797453514,0.6324986797452411,0.6388041054218118
2010-04-16,0.5528374390358195,0.8047254690918617,0.6569715046004474,1.307543060611521
2010-04-23,-0.29570674011077114,-0.12454277499649136,-0.382332304555187,-1.7684067621858715
2010-04-30,2.7042951984662,-1.9546668931304456,1.2435692920399641,2.182497796419182
2010-05-07,-8.226429749485941,5.8375610324118945,11.005640255053507,-8.307873013207645
2010-05-14,-23.237987026554407,26.766063549717746,-17.854442009889922,-27.29108277924626
2010-05-21,-0.2552831110913948,-0.11455091917923588,-0.36083514756887813,-1.686868750755103
2010-05-28,-1.0778036115504164,2.0516911249782375,1.415739156971234,1.774695354752179
2010-06-04,-0.5748264369130172,-0.49049136505658186,-0.8011111184330522,-2.9440850356997683
2010-06-11,-14.72592905916257,14.885256118402548,-10.413475899842828,-17.045726299638865
2010-06-18,-1.7141256492438792,-1.7080552431280829,-2.09128952798635,-6.690183415930925
2010-06-25,-0.5165208493702348,-0.35309239571383144,-0.6479771446375207,-2.41756280033428
2010-07-02,-0.746819407516254,1.3175278401868553,-0.4094590996545968,-1.0149398569754964
2010-07-09,-0.4448684023985382,-0.26886154083738634,-0.5834825453501032,-2.114440827730678
2010-07-16,-2.0364592633056455,2.420074539215854,-1.3664189999609146,-2.54824926827341
2010-07-23,-24.880736747563788,-24.45557818403657,38.78571197801673,-72.62846912526983
2010-07-30,4.628211364427205,-3.6880658949959333,7.323283725699194,5.360702940321848
2010-08-06,1.5546135373243644,1.8777827091885424,2.119060873450846,4.642347367715717
2010-08-13,-1.0212854347521603,-0.8933605762461587,-1.5210479263525518,-4.101702326702878
2010-08-20,-0.7734590839452342,-0.6401874191561157,-1.1802815992303421,-3.212510746436636
2010-08-27,3.2064578936921104,-2.056072286848472,2.448893304741688,3.1779505660345952
2010-09-03,0.766967768989101,0.9679120535832331,-0.7254657249728501,1.6523756159587863
2010-09-10,0.6102596140962877,0.8189126797248507,-0.48358332829969464,1.2157192263040242
2010-09-17,0.39759879196792625,0.63712505346572,0.9231537634617063,-0.3625435491531852
2010-09-24,0.37806890736210796,0.6119504498857724,0.8544804624365246,-0.29771357220535544
2010-10-01,0.3573233558078641,0.5868089896529307,0.7741070091886731,-0.24233210963967755
2010-10-08,0.5242838930471967,0.7500256751715062,0.7272079089818599,0.8887638223515297
2010-10-15,0.5044349748716224,0.7343448795895586,0.7013980143368592,0.8360042128426565
2010-10-22,0.5367174798076633,0.7685197899481899,0.7354647109353433,0.9273518472929092
2010-10-29,0.5480175556111275,0.7576617808951367,-0.39829360149819226,0.9979183467633299
2010-11-05,0.37227751362492256,0.6015376531199772,0.81243986963359,-0.3046402783634683
2010-11-12,0.6669420320086878,0.9243462019929467,0.9091103097803575,1.2514570212939646
2010-11-19,0.5784621389077707,0.822564976936663,0.7808584118395234,0.9937726417509445
2010-11-26,0.6279136495234034,0.8150604776059467,-0.8572846947834905,-0.5058447942749165
2010-12-03,0.5246490778846988,0.7695444155614091,0.703367974845375,0.8691716078112717
2010-12-10,0.39122041677452124,0.6413654239792823,0.8942507741308006,0.5278282070874059
2010-12-17,0.47893058798644716,0.6891348302802873,-0.273704595859826,0.6808979633217451
2010-12-24,0.3558576415418848,0.5860922419137227,0.43373208844429134,0.4055216726961188
2010-12-31,0.36024729740906913,0.5922989742788083,0.42839135000817086,0.394672382198465
2011-01-07,0.347437293297312,0.5767560442368733,0.4055300259047996,0.3574884909514342
2011-01-14,0.3578155375768577,0.5628626037454163,-0.031940430531886235,-0.04423066627514664
2011-01-21,0.3365416407724906,0.5574057349954114,0.5371901650433523,-0.1590187610697989
2011-01-28,0.3844141057564068,0.6228299398777404,0.4482968955534096,0.4296423283954779
2011-02-04,-0.08527070184138141,0.7467505789657669,0.45419341654714573,0.28773726246672343
2011-02-11,0.05170328888572606,0.2760242256773684,0.5782326534202629,0.26272188567741184
2011-02-18,-0.08032192035239483,0.7535483262945477,0.4474270961540609,0.284363811088023
2011-02-25,0.57091804655205,0.07296803446155131,0.46778340823945364,0.2977615228967892
2011-03-04,0.03793250674347903,0.24300603861906245,0.5899167098964563,-0.21129089560776243
2011-03-11,0.41914146137511255,0.6645213923227056,0.4924418384184347,0.47056983655169293
2011-03-18,0.03619036638296502,0.25427668622765,0.6061891090992305,0.2855096515026099
2011-03-25,0.048379298845955265,0.24774620299299044,0.039892202759287246,-0.21769230225149147
2011-04-01,0.30570188412625576,0.5285745011047451,0.4590949638417622,-0.08743398165062535
2011-04-08,-0.12052194366695224,0.7900485104334423,0.4767341102844884,0.32457607262503474
2011-04-15,0.5265134180341307,0.010696225149251504,0.535650039249872,-0.1952303456736989
2011-04-22,0.576520917938045,0.05048551436611781,0.4926377119362678,0.3524856405926666
2011-04-29,0.32046056835299996,0.5441579746957212,0.4640360457387461,-0.12353931390508771
2011-05-06,0.4406665172946598,0.6905815473856998,0.5166241544454886,0.5830906115095686
2011-05-13,0.5756499607808827,0.85767208774128,0.6953838069256847,0.8941957685336241
2011-05-20,-0.9933903495259673,1.7752416818207788,1.1329086017792027,1.024898014835784
2011-05-27,0.497322403786407,0.7628206962890918,0.626934334195084,0.7119626360432096
2011-06-03,0.4705917955934975,0.7240684243439142,0.5889244356348751,0.6495054958861656
2011-06-10,0.8404178676756544,1.155585829999782,1.1334390280290996,1.531187922778951
2011-06-17,1.5714472104462036,2.0935805749778282,5.294094659477408,3.679002019372053
2011-06-24,0.6601937548214352,0.9141097207855062,0.9265730077109795,1.148444984630551
2011-07-01,0.499213387013993,0.738441084697389,0.6641023835828848,0.7505072411116138
2011-07-08,0.39735548133414955,0.608839052627566,0.620621029209359,-0.22765113410598328
2011-07-15,-0.5876423620933078,0.3629973731203783,0.9566306551980401,0.5051815750178988
2011-07-22,0.02981363131983017,0.24660058282442882,0.7168800178227097,0.45859804658554015
2011-07-29,-1.1783110663321634,1.9030921878963998,1.4599612878588872,0.8074695082355847
2011-08-05,36.97853356361481,-51.82365869552801,-80.1803785898549,-83.42893012982698
2011-08-12,-2.3101856663999207,-1.8700588166743977,-14.098537789206999,4.434175890556184
2011-08-19,3.3107637990625554,-2.94681186268116,6.947194571357828,-3.3463259643625656
2011-08-26,-8.3441267683739,10.450763535606725,-9.032593613447762,9.962551960803768
2011-09-02,-1.3807221043814448,2.3104152072767983,-1.5393963796969505,1.9677389920687185
2011-09-09,2.379231231200942,-2.06765942570986,2.6306970963159504,-2.4658243905986943
2011-09-16,-8.04978280360563,-8.387605275992478,31.32888029787302,-27.974280002003823
2011-09-23,-0.12547640959876305,0.09102170064591375,0.7643914858864276,-0.8308090461275217
2011-09-30,0.04138982540368355,0.25696726584180263,0.6779269014528463,0.3969693165722063
2011-10-07,-0.19430211769688532,0.004890607643750489,-0.3024023203862386,-0.8438316056436193
2011-10-14,1.0640620982331441,1.3956888574016926,5.360143702500796,-2.0146408175750548
2011-10-21,1.09829114966114,1.2307482729252364,-4.414704385969535,-0.9645153809740501
2011-10-28,-3.1882859014760405,5.437478231064784,3.439304605416086,3.841293349212338
2011-11-04,0.8648828863979396,1.0686223848248133,-1.45801830227828,-0.8613958041669925
2011-11-11,-0.2876708926998024,-0.06128651068936897,1.5946996984791493,0.8497044004385637
2011-11-18,1.2250474459210787,-0.3487885500440755,0.9132401751781024,0.9338745581682838
2011-11-25,-0.35274264358639584,0.8855087352106379,-0.13164368121040837,-0.3665690556418981
2011-12-02,-0.7445566967745361,1.163684893908771,1.0877127261291348,-0.8281044631431509
2011-12-09,-0.03303923135896092,0.12013003747604678,-1.8277533310298182,0.9316481365186657
2011-12-16,-0.1991450140669513,-0.048104942608941936,-0.3018294220467298,-1.0062577700318522
